timestamp_utc,experiment_id,parent_experiment_id,stage,method,seed,hypothesis,changed_parameters,unchanged_controls,expected_effect,actual_effect,result,next_action,artifact_path
2026-07-27T14:45:00.000Z,fsm_diag_100mm_unloaded_diagonal_grid_007,fsm_diag_100mm_unloaded_diagonal_grid_006,FSM_DEVELOPMENT,FSM-only,20260727,"extending the measured unloaded front-left/rear-right diagonal restores the all-wheel support dwell around the collision-free front-right posture","fixed -3/-15 deg front-right support offset; independent 0-6 mm FL/RR phase-9/10 extension grid","asset; metrics; first 100 mm development scenario; all safety thresholds","identify a fully applied strict-success support balance","0/25 successes; 18 collisions and 7 timeouts; all candidates had zero IK fallback/clamp; every collision-free timeout retained RR=0 N; late phase-10 collisions shared -1.32/-1.31/0/0 wheel commands and front-right fell to z about 0.113 m",FAIL,"reject static diagonal extension; formalize the twice-reproduced collision-free support posture and replace post-transfer front-wheel reversal with height-conditioned all-wheel +0.3 rad/s at 100 mm",C:\robotics_sim\wlr_robot\resume_validation_fsm_residual_ppo\runs\fsm\diagnostic_100mm_front_support_unloaded_diagonal_grid_007\diagnosis.md
2026-07-27T15:04:00.000Z,fsm_dev_100mm_attempt018,fsm_diag_100mm_unloaded_diagonal_grid_007,FSM_DEVELOPMENT,FSM-only,20260727,"the collision-free front support posture plus all-wheel post-transfer forward drive prevents the measured front-wheel reversal and completes stable dwell","front support target 6.2/2.3/1.8/-4.4 deg; phase-9/10 height-conditioned all-wheel +0.3 rad/s at 100 mm","asset; metrics; first 100 mm development scenario; all safety thresholds","reach strict stable four-wheel top support without collision","front reversal was removed and progress reached 1.113575 m; legacy telemetry showed 6.86/9.67/6.75/10.86 N contact-force magnitudes at 138.05 s, but these were later found not to be upward components; front_right_bot reached 10.0646 N at 142.0333 s",FAIL,"audit the actual upward-force predicate before interpreting the apparent support point",C:\robotics_sim\wlr_robot\resume_validation_fsm_residual_ppo\runs\fsm\development_100mm_attempt018\diagnosis.md
2026-07-27T15:20:00.000Z,fsm_dev_100mm_attempt019,fsm_dev_100mm_attempt018,FSM_DEVELOPMENT,FSM-only,20260727,"stopping post-transfer drive when the unchanged four-wheel upward-force predicate is met captures the apparent balanced state","same attempt-018 controller plus upward-force-triggered drive/stop switching","asset; metrics; first 100 mm development scenario; all safety thresholds","hold strict stable support for the unchanged 1.5 s dwell","episode and telemetry hashes were bit-identical to attempt 018; audit found legacy contact_force_n telemetry was magnitude while the trigger/success use world-Z, so the apparent upward-support premise was invalid",DIAGNOSTIC_FAIL,"add explicit upward-force telemetry and repeat unchanged as attempt 020 before selecting another physical change",C:\robotics_sim\wlr_robot\resume_validation_fsm_residual_ppo\runs\fsm\development_100mm_attempt019\diagnosis.md
2026-07-27T15:44:49.000Z,fsm_dev_100mm_attempt020,fsm_dev_100mm_attempt019,FSM_DEVELOPMENT,FSM-only,20260727,"explicit world-Z telemetry will determine whether the unchanged four-wheel upward-force predicate ever occurs","instrumentation only: add per-wheel world-Z force columns and terminal fields","asset; controller; physics; metrics; first 100 mm development scenario; all safety thresholds","reproduce attempt 019 and measure the actual all-wheel upward-force dwell","shared 2841x44 telemetry values were identical to attempt 019; 0/301 phase-9/10 samples met every upward force >=2 N; best minimum was front-right 1.1544 N at 138.05 s; same front_right_bot 10.0646 N collision at 142.0333 s",FAIL,"vary only the provisional rear recovery cap over 0/5/10/15/20% with five repetitions each and retain explicit upward-force terminal evidence",C:\robotics_sim\wlr_robot\resume_validation_fsm_residual_ppo\runs\fsm\development_100mm_attempt020\diagnosis.md
2026-07-27T16:21:49.000Z,fsm_diag_100mm_rear_recovery_grid_008,fsm_dev_100mm_attempt020,FSM_DEVELOPMENT,FSM-only,20260727,"the provisional rear recovery path cap controls the diagonal load transfer and can produce the unchanged all-wheel upward-force dwell","rear recovery maximum 0/5/10/15/20 percent; five repetitions per value; explicit terminal upward-force audit","asset; front support target; post-transfer wheel speed; metrics; first 100 mm development scenario; all safety thresholds","identify a strict-success rear recovery fraction","0/25 successes; 22 collisions and 3 timeouts; 12 phase-8 collisions preceded the intervention; every late collision was front_right_bot; timeout branches at 0/10/20 percent all had front-right 0 N and rear-left below 1 N upward force",FAIL,"reject rear recovery fraction alone; vary only phase-9/10 rear-right extension over the measured 0-20 mm support-plane gap with Latin-rotated repetitions",C:\robotics_sim\wlr_robot\resume_validation_fsm_residual_ppo\runs\fsm\diagnostic_100mm_rear_recovery_blend_grid_008\diagnosis.md
2026-07-27T16:36:52.000Z,fsm_diag_100mm_rear_right_extension_grid_009,fsm_diag_100mm_rear_recovery_grid_008,FSM_DEVELOPMENT,FSM-only,20260727,"extending the rear-right wheel through its measured 0-20 mm top-plane gap loads it early enough to overlap front-right support","phase-9/10 rear-right extension 0/5/10/15/20 mm; five Latin-rotated repetitions","asset; formal rear recovery; front support target; post-transfer wheel speed; metrics; first 100 mm development scenario; all safety thresholds","identify a fully applied strict-success rear-right support extension","0/25 successes; fully applied 10/15 mm branches loaded rear-right near 14 N and produced three collision-free timeouts, but front-right stayed 0 N and rear-left below 1.1 N; 20 mm timeout had 639 IK fallbacks",FAIL,"fix reachable 15 mm rear-right extension and vary only common front-right/rear-left extension 0/2/4/6/8 mm with trajectory-wide upward-force dwell audit",C:\robotics_sim\wlr_robot\resume_validation_fsm_residual_ppo\runs\fsm\diagnostic_100mm_rear_right_support_extension_grid_009\diagnosis.md
2026-07-27T16:51:19.000Z,fsm_diag_100mm_front_right_rear_left_grid_010,fsm_diag_100mm_rear_right_extension_grid_009,FSM_DEVELOPMENT,FSM-only,20260727,"fixed reachable rear-right support plus extension of the unloaded front-right/rear-left diagonal creates strict top support","rear-right fixed 15 mm; common front-right/rear-left 0/2/4/6/8 mm; five Latin-rotated repetitions","asset; formal rear recovery; front support target; post-transfer wheel speed; metrics; first 100 mm development scenario; all safety thresholds","identify a fully applied strict-success unloaded-diagonal extension and measure its top-support dwell","0/25 successes; 18 collisions and 7 timeouts; all candidates zero IK fallback; new historical dwell fields incorrectly included initial ground support and are invalid for top-capture ranking",DIAGNOSTIC_FAIL,"repeat the identical physical grid as 011 after restricting only the diagnostic accumulator to phase-9/10 formal full-top eligibility",C:\robotics_sim\wlr_robot\resume_validation_fsm_residual_ppo\runs\fsm\diagnostic_100mm_front_right_rear_left_support_grid_010\diagnosis.md
2026-07-27T17:07:33.000Z,fsm_diag_100mm_front_right_rear_left_grid_011,fsm_diag_100mm_front_right_rear_left_grid_010,FSM_DEVELOPMENT,FSM-only,20260727,"the unchanged grid with corrected accumulator reveals whether any candidate reaches force-independent formal top eligibility","instrumentation only: restrict historical support audit to phase-9/10 formal full-top geometry, support, tilt, angular velocity, and active state","all physical candidates; asset; controller; physics; scenario; metrics; safety thresholds","reproduce grid 010 and obtain valid top-capture support quality","all 25 scalar first-terminal records reproduced exactly; 0/25 successes; no candidate had one force-independent full-top eligible sample, so corrected dwell was 0 s and best force null",DIAGNOSTIC_FAIL,"return to unchanged formal controller and add per-wheel full-top, wheel-y, aggregate eligibility, and support-score telemetry as attempt 021",C:\robotics_sim\wlr_robot\resume_validation_fsm_residual_ppo\runs\fsm\diagnostic_100mm_front_right_rear_left_support_grid_011\diagnosis.md
2026-07-27T17:26:15.000Z,fsm_dev_100mm_attempt021,fsm_diag_100mm_front_right_rear_left_grid_011,FSM_DEVELOPMENT,FSM-only,20260727,"explicit geometry telemetry identifies why grid 011 never entered force-independent formal top eligibility","instrumentation only: per-wheel full-top flags; aggregate eligibility; support score; wheel y positions","asset; controller; physics; first 100 mm development scenario; force and safety thresholds","reproduce attempt 020 and isolate the geometric blocker","all 2841 rows and 48 shared columns matched attempt 020; all four formal full-top flags held for 52 samples/2.60 s with support score about 0.9999, but inherited aggregate eligibility was always false because it included a link-center bounding-box proxy; all-wheel upward force still never reached 2 N",DIAGNOSTIC_FAIL,"remove only the legacy geometry proxy from the formal aggregate in the project subclass, retain actual ContactSensor >5 N collision rejection, and repeat unchanged as attempt 022",C:\robotics_sim\wlr_robot\resume_validation_fsm_residual_ppo\runs\fsm\development_100mm_attempt021\diagnosis.md
2026-07-27T17:49:01.000Z,fsm_dev_100mm_attempt022,fsm_dev_100mm_attempt021,FSM_DEVELOPMENT,FSM-only,20260727,"removing only the legacy geometry proxy makes formal aggregate eligibility reflect the declared geometry while preserving physics and force thresholds","project-subclass definition correction only; no controller or physics change","asset; controller; physics; first 100 mm development scenario; full-top geometry; ContactSensor >5 N collision threshold; each-wheel upward force >=2 N; 1.5 s dwell","change only aggregate eligibility during the known 52-sample full-top window and remain failed without four-wheel support","exactly all_wheels_on_top changed in 52 of 2841x58 telemetry values by column; all other 57 columns and the episode record were identical; aggregate became true for 2.60 s but all-wheel upward support occurred in 0 samples and the same front_right_bot 10.064577 N collision occurred at 142.0333 s",DIAGNOSTIC_PASS,"repeat grid 011 unchanged as grid 012 so its top-capture force and dwell accumulator uses the corrected formal eligibility",C:\robotics_sim\wlr_robot\resume_validation_fsm_residual_ppo\runs\fsm\development_100mm_attempt022\diagnosis.md
2026-07-27T18:11:36.000Z,fsm_diag_100mm_front_right_rear_left_grid_012,fsm_dev_100mm_attempt022,FSM_DEVELOPMENT,FSM-only,20260727,"the prior 0-8 mm diagonal support grid contains geometrically eligible candidates whose corrected force history can identify a load-bearing extension","unchanged grid 011 candidates under corrected eligibility: rear-right fixed 15 mm; common front-right/rear-left 0/2/4/6/8 mm; five Latin-rotated repetitions","asset; controller; physics; scenario; metrics; safety thresholds; actual ContactSensor collision policy","identify a fully applied strict-success extension or a positive simultaneous minimum-force trend","all non-diagnostic first-terminal fields matched grid 011; 0/25 success with 18 collisions and 7 timeouts; 8 candidates at 2-8 mm entered formal geometry eligibility but every best simultaneous minimum upward force was exactly 0 N and every dwell was 0 s; all eligible timeout terminals had front-right 0 N",FAIL,"continue the same single variable at 8/11/14/17/20 mm and add per-wheel eligible-window peaks plus best-minimum snapshots to distinguish amplitude limit from load-corner switching",C:\robotics_sim\wlr_robot\resume_validation_fsm_residual_ppo\runs\fsm\diagnostic_100mm_front_right_rear_left_support_grid_012\diagnosis.md
2026-07-27T18:32:46.000Z,fsm_diag_100mm_front_right_rear_left_grid_013,fsm_diag_100mm_front_right_rear_left_grid_012,FSM_DEVELOPMENT,FSM-only,20260727,"continuing the common diagonal extension to 20 mm reaches true four-point support and reveals the minimum load-bearing amplitude","rear-right fixed 15 mm; common front-right/rear-left 8/11/14/17/20 mm; five Latin-rotated repetitions; per-wheel eligible-window force snapshots","asset; scenario; metrics; actual contact thresholds; phase structure; 20 mm diagnostic bound","obtain repeatable strict success with zero IK fallback and zero clamp","raw environment produced 4/25 strict successes: two at 14 mm and two at 20 mm with best minimum upward force 3.056-4.132 N; however every success accumulated 216-243 analytic-IK fallback steps, so engineering-admissible success remained 0/25; reachable 11 mm peaked at only 0.649 N minimum",DIAGNOSTIC_INVALID_SUCCESS,"fix the lower successful 14 mm amplitude and vary only phase-9 ramp start progress 0/0.2/0.4/0.6/0.8 with per-leg fallback counts",C:\robotics_sim\wlr_robot\resume_validation_fsm_residual_ppo\runs\fsm\diagnostic_100mm_front_right_rear_left_support_grid_013\diagnosis.md
